concept_id,concept_synonym_name,language_concept_id
4107016,International System of Units unit of frequency (qualifier value),4180186
4107017,Feet/second,4180186
4107017,feet per second,4180186
4107017,Feet/second (qualifier value),4180186
4107018,knot (qualifier value),4180186
4107019,International System of Units unit of radionuclide source activity,4180186
4107019,International System of Units unit of radionuclide source activity (qualifier value),4180186
4107020,ohm (qualifier value),4180186
4107022,Kilobecquerel,4180186
4107022,Kilobecquerel (qualifier value),4180186
4107178,electronvolt (qualifier value),4180186
4107178,electronvolt,4180186
4107179,International System of Units units of volume per unit time (qualifier value),4180186
4107179,International System of Units units of volume per unit time,4180186
4107180,International System of Units unit of force,4180186
4107180,International System of Units unit of force (qualifier value),4180186
4107181,centistokes,4180186
4107181,centistokes (qualifier value),4180186
4107182,Unit of creatinine analysis (qualifier value),4180186
4107194,Unit of wet weight tissue analysis (qualifier value),4180186
4107195,Unit of blood factor analysis (qualifier value),4180186
4107196,Unit of cell and cast assay (qualifier value),4180186
4107197,Unit of faecal analysis,4180186
4107197,Unit of fecal analysis (qualifier value),4180186
4107199,international units per unit mass,4180186
4107199,International units per unit mass,4180186
4107199,International units per unit mass (qualifier value),4180186
4107200,milliinternational units per unit mass,4180186
4107200,milliinternational units per unit mass (qualifier value),4180186
4107203,Unit denominators (qualifier value),4180186
4107205,Molarities (qualifier value),4180186
4107327,Moles per unit time per unit volume (qualifier value),4180186
4107328,Unit of physiological status and assessment (qualifier value),4180186
4107781,Unit of finance (qualifier value),4180186
4107782,Photometric and radiometric quantities (qualifier value),4180186
4107858,horsepower (qualifier value),4180186
4107859,British thermal unit (qualifier value),4180186
4107859,British thermal unit,4180186
4107860,meter/second squared,4180186
4107860,metre/second squared,4180186
4107860,Metre/second squared,4180186
4107860,Meter/second squared,4180186
4107860,Meter/second squared (qualifier value),4180186
4109669,Unit of electrical charge (qualifier value),4180186
4109670,millicoulomb (qualifier value),4180186
4109670,mC,4180186
4112118,per hour (qualifier value),4180186
4112118,per hour,4180186
4112118,/h,4180186
4112993,coulomb (qualifier value),4180186
4113338,ug/1000kcal (qualifier value),4180186
4113338,microgram/1000 kilocalorie,4180186
4113339,% energy intake from fat,4180186
4113339,Percentage energy intake from fat (qualifier value),4180186
4113339,percent energy intake from fat,4180186
4115964,Microgram/gram protein (qualifier value),4180186
4115964,Microgram/gram protein,4180186
4115967,International System of Units unit of mass per calorific quantity (qualifier value),4180186
4115967,International System of Units unit of mass per calorific quantity,4180186
4116118,per minute (qualifier value),4180186
4116118,per minute,4180186
4116118,/min,4180186
4116125,Percentage daily total food energy intake (qualifier value),4180186
4116125,% daily total food energy intake,4180186
4116125,percent daily total food energy intake,4180186
4116129,% energy intake from protein,4180186
4116129,Percentage energy intake from protein (qualifier value),4180186
4116129,percent energy intake from protein,4180186
4116130,% energy intake from carbohydrate,4180186
4116130,Percentage energy intake from carbohydrate (qualifier value),4180186
4116130,percent energy intake from carbohydrate,4180186
4116131,Percentage energy intake from alcohol (qualifier value),4180186
4116131,% energy intake from alcohol,4180186
4116131,percent energy intake from alcohol,4180186
4117636,femtomole/24 hours,4180186
4117636,Femtomole/24 hours,4180186
4117636,Femtomole/24 hours (qualifier value),4180186
4117637,Liter/hour,4180186
4117637,Liter/hour (qualifier value),4180186
4117637,Litre/hour,4180186
4117638,Milliequivalent/24 hours,4180186
4117638,Milliequivalent per 24 hours,4180186
4117638,Milliequivalent/24 hours (qualifier value),4180186
4117638,mEq/24 hr,4180186
4117638,milliequivalent/day,4180186
4117639,Attomole/platelet (qualifier value),4180186
4117639,attomole/platelet,4180186
4117639,Attomole/platelet,4180186
4117640,casts/low power field (qualifier value),4180186
4117640,casts/low power field,4180186
4117641,cells/liter,4180186
4117641,cells/litre,4180186
4117641,cells/liter (qualifier value),4180186
4117642,cells/microliter,4180186
4117642,cells/microliter (qualifier value),4180186
4117642,cells/microlitre,4180186
4117642,cells/microL,4180186
4117642,cell/microlitre,4180186
4117643,Colony-forming units/milliliter,4180186
4117643,Colony-forming units/milliliter (qualifier value),4180186
4117643,colony-forming units/millilitre,4180186
4117644,Dye units/liter,4180186
4117644,Dye units/liter (qualifier value),4180186
4117644,Dye units/litre,4180186
4117645,Ercs/microL,4180186
4117645,Erythrocytes/microliter,4180186
4117645,Erythrocytes/microlitre,4180186
4117645,Erythrocytes/microliter (qualifier value),4180186
4117646,gram hemoglobin/mole hemoglobin,4180186
4117646,Gram hemoglobin/mole hemoglobin,4180186
4117646,gram haemoglobin/mole haemoglobin,4180186
4117646,Gram hemoglobin/mole hemoglobin (qualifier value),4180186
4117647,GPLU,4180186
4117647,Immunoglobulin G phospholipid unit/milliliter (qualifier value),4180186
4117647,Immunoglobulin G phospholipid unit/millilitre,4180186
4117647,Immunoglobulin G phospholipid unit/milliliter,4180186
4117648,International unit/stool (qualifier value),4180186
4117648,International unit/stool,4180186
4117649,International unit/hour,4180186
4117649,International unit/hour (qualifier value),4180186
4117650,IU/mmol creat,4180186
4117650,international unit/millimole creatinine,4180186
4117650,International unit per millimole of creatinine (qualifier value),4180186
4117651,micromol/g creat,4180186
4117651,micromole/gram creatinine,4180186
4117651,umol/g creat,4180186
4117651,Micromole per gram of creatinine (qualifier value),4180186
4117652,Micromole/milliliter erythrocytes,4180186
4117652,Micromole/milliliter erythrocytes (qualifier value),4180186
4117652,micromole/millilitre erythrocytes,4180186
4117652,micromol/mL Ercs,4180186
4117653,Micromole per mole of creatinine (qualifier value),4180186
4117653,micromol/mol creat,4180186
4117653,micromole/mole creatinine,4180186
4117653,micromol/mol creatinine,4180186
4117653,umol/mol creat,4180186
4117654,Milligram/kilogram stool,4180186
4117654,Milligram/kilogram stool (qualifier value),4180186
4117655,Millimole/gram dry weight tissue (qualifier value),4180186
4117655,Millimole/gram dry weight tissue,4180186
4117656,milliinternational unit/mole hemoglobin,4180186
4117656,milliinternational unit/mole haemoglobin,4180186
4117656,milliinternational unit/mole hemoglobin (qualifier value),4180186
4117657,nanomole/millimole creatinine,4180186
4117657,Nanomole per millimole of creatinine (qualifier value),4180186
4117657,nmol/mmol creat,4180186
4117658,Unit/day (qualifier value),4180186
4117658,U/d,4180186
4117658,unit/day,4180186
4117658,Unit/day,4180186
4117659,Microunit/milliliter,4180186
4117659,microU/mL,4180186
4117659,microunit/milliliter,4180186
4117659,microunit/millilitre,4180186
4117659,Microunit/milliliter (qualifier value),4180186
4117660,Milliunit/litre,4180186
4117660,Milliunit/liter (qualifier value),4180186
4117660,milliunit/litre,4180186
4117660,Milliunit/liter,4180186
4117660,milliunit/liter,4180186
4117661,Erythrocytes/liter (qualifier value),4180186
4117661,red blood cell/liter,4180186
4117661,red blood cell/litre,4180186
4117661,Erythrocytes/litre,4180186
4117661,Erythrocytes/liter,4180186
4117661,RBC/L,4180186
4117662,Liter/minute/kilogram,4180186
4117662,Liter/minute/kilogram (qualifier value),4180186
4117662,Litre/minute/kilogram,4180186
4117663,Picomole/hour/milliliter (qualifier value),4180186
4117663,picomole/hour/milliliter,4180186
4117663,picomole/hour/millilitre,4180186
4117663,Picomole/hour/milliliter,4180186
4117664,micromol/h/g Hb,4180186
4117664,Micromole/hour/gram hemoglobin (qualifier value),4180186
4117664,micromole/hour/gram haemoglobin,4180186
4117664,Micromole/hour/gram hemoglobin,4180186
4117665,Micromole/day/kilogram,4180186
4117665,Micromole/day/kilogram (qualifier value),4180186
4117666,Milligram/day/kilogram,4180186
4117666,Milligram/day/kilogram (qualifier value),4180186
4117666,milligram/day/kilogram,4180186
4117667,Millilitre/second/square metre,4180186
4117667,Milliliter/second/square meter (qualifier value),4180186
4117667,milliliter/second/meter squared,4180186
4117667,millilitre/second/metre squared,4180186
4117667,Milliliter/second/square meter,4180186
4117668,Nanomole/hour/milligram (qualifier value),4180186
4117668,nanomole/hour/milligram,4180186
4117668,Nanomole/hour/milligram,4180186
4117669,nmol/h/mg creat,4180186
4117669,Nanomole per hour per milligram of creatinine (qualifier value),4180186
4117669,nanomole/hour/milligram creatinine,4180186
4117780,Nanomole/minute/milliliter,4180186
4117780,nanomole/minute/millilitre,4180186
4117780,Nanomole/minute/milliliter (qualifier value),4180186
4117781,Mole/second,4180186
4117781,Mole/second (qualifier value),4180186
4117782,Milliliter/second,4180186
4117782,millilitre/second,4180186
4117782,centimetres cubed/second,4180186
4117782,Millilitre/second,4180186
4117782,centimeters cubed/second,4180186
4117782,cm3/s,4180186
4117782,milliliter/second,4180186
4117782,Milliliter/second (qualifier value),4180186
4117783,Liter/second (qualifier value),4180186
4117783,Liter/second,4180186
4117783,Litre/second,4180186
4117784,milliinternational unit (qualifier value),4180186
4117784,milliinternational unit,4180186
4117786,milliinternational unit/millilitre,4180186
4117786,milliinternational unit/milliliter,4180186
4117786,milliinternational unit/milliliter (qualifier value),4180186
4117787,international units per kilogram (qualifier value),4180186
4117787,international units per kilogram,4180186
4117787,international unit/kilogram,4180186
4117788,Bar - pressure (qualifier value),4180186
4117789,Pounds/square inch,4180186
4117789,pounds/square inch,4180186
4117789,Pounds/square inch (qualifier value),4180186
4117789,psi,4180186
4117790,Unit of area (qualifier value),4180186
4117791,per 10 minutes (qualifier value),4180186
4117791,/10 minutes,4180186
4117791,per 10 minutes,4180186
4117792,per forty,4180186
4117792,per 40,4180186
4117792,per forty (qualifier value),4180186
4117793,per day (qualifier value),4180186
4117793,per day,4180186
4117794,per month (qualifier value),4180186
4117794,per month,4180186
4117795,centipoise (qualifier value),4180186
4117795,centipoise,4180186
4117795,cP - centipoise,4180186
4117796,Joules/hour,4180186
4117796,Joules/hour (qualifier value),4180186
4117797,kilocalories/litre oxygen consumed/day,4180186
4117797,Kilocalories/liter oxygen consumed/day (qualifier value),4180186
4117798,Kilojoule/hour (qualifier value),4180186
4117798,Kilojoule/hour,4180186
4117798,kilojoules/hour,4180186
4117799,Kilopascals/liter/second (qualifier value),4180186
4117799,kilopascals/litre/second,4180186
4117799,Kilopascals/liter/second,4180186
4117800,Litre/centimetre of water,4180186
4117800,litre/centimetre of water,4180186
4117800,Liter/centimeter of water (qualifier value),4180186
4117800,Liter/centimeter of water,4180186
4117800,liter/centimeter of water,4180186
4117801,Nanomole/24 hours,4180186
4117801,Nanomole/24 hours (qualifier value),4180186
4117802,Femtomole/day (qualifier value),4180186
4117802,femtomole/day,4180186
4117802,Femtomole/day,4180186
4117803,Litre/day,4180186
4117803,Liter/day (qualifier value),4180186
4117803,Liter/day,4180186
4117804,Liter/24 hours (qualifier value),4180186
4117804,liter/24 hours,4180186
4117804,Litre/24 hours,4180186
4117804,Liter/24 hours,4180186
4117805,millilitre/day,4180186
4117805,Milliliter/day (qualifier value),4180186
4117805,Millilitre/day,4180186
4117805,milliliter/day,4180186
4117805,Milliliter/day,4180186
4117806,milliequivalent/litre,4180186
4117806,Milliequivalent/liter (qualifier value),4180186
4117806,Milliequivalent/liter,4180186
4117807,Osmole/liter,4180186
4117807,osmole/litre,4180186
4117807,Osmole/liter (qualifier value),4180186
4117807,osmolar,4180186
4117808,casts/microliter (qualifier value),4180186
4117808,casts/microliter,4180186
4117808,casts/microlitre,4180186
4117809,femtogram/platelet,4180186
4117809,Femtogram/platelet (qualifier value),4180186
4117809,Femtogram/platelet,4180186
4117810,femtomole/macrophage,4180186
4117810,fmol/macrophage (qualifier value),4180186
4117811,g nitrogen/day,4180186
4117811,gram nitrogen/day (qualifier value),4180186
4117812,g/m3,4180186
4117812,gram/cubic metre,4180186
4117812,gram/cubic meter,4180186
4117812,g/kL (qualifier value),4180186
4117813,International unit/milliliter erythrocytes (qualifier value),4180186
4117813,International unit/millilitre erythrocytes,4180186
4117813,International unit/milliliter erythrocytes,4180186
4117813,Unit/mL RBC,4180186
4117814,International unit per mole of creatinine (qualifier value),4180186
4117814,IU/mol creat,4180186
4117814,international unit/mole creatinine,4180186
4117815,Kilointernational unit/gram protein (qualifier value),4180186
4117815,Kilointernational unit/gram protein,4180186
4117816,Kilointernational unit/liter erythrocytes (qualifier value),4180186
4117816,Kilointernational unit/liter erythrocytes,4180186
4117816,Kilointernational unit/litre erythrocytes,4180186
4117817,kilointernational unit/mole creatinine,4180186
4117817,Kilointernational unit per mole of creatinine (qualifier value),4180186
4117817,kIU/mol creat,4180186
4117818,microg/g creat,4180186
4117818,microgram/gram creatinine,4180186
4117818,ug/g creat,4180186
4117818,Microgram per gram of creatinine (qualifier value),4180186
4117819,ug/mg creat,4180186
4117819,microg/mg creat,4180186
4117819,Microgram per milligram of creatinine (qualifier value),4180186
4117819,microgram/milligram creatinine,4180186
4117820,micromol/g Hb,4180186
4117820,Micromole/gram hemoglobin (qualifier value),4180186
4117820,Micromole/gram hemoglobin,4180186
4117820,micromole/gram haemoglobin,4180186
4117821,Milligram/gram hemoglobin,4180186
4117821,Milligram/gram haemoglobin,4180186
4117821,Milligram/gram hemoglobin (qualifier value),4180186
4117821,milligram/gram hemoglobin,4180186
4117822,Milligram/kilogram wet weight tissue (qualifier value),4180186
4117822,Milligram/kilogram wet weight tissue,4180186
4117824,mmol/mol creat,4180186
4117824,millimole/mole creatinine,4180186
4117824,Millimole per mole of creatinine (qualifier value),4180186
4117825,Picogram/cell (qualifier value),4180186
4117825,Picogram/cell,4180186
4117826,Micromole/hour/liter,4180186
4117826,micromole/hour/litre,4180186
4117826,Micromole/hour/liter (qualifier value),4180186
4117827,Micromole/hour/milliliter (qualifier value),4180186
4117827,micromole/hour/millilitre,4180186
4117827,Micromole/hour/milliliter,4180186
4117828,Micromole/hour/milliliter whole blood (qualifier value),4180186
4117828,micromol/h/mL whole blood,4180186
4117828,micromole/hour/millilitre whole blood,4180186
4117828,Micromole/hour/milliliter whole blood,4180186
4117829,micromol/min/g Hb,4180186
4117829,Micromole/minute/gram hemoglobin (qualifier value),4180186
4117829,micromole/minute/gram haemoglobin,4180186
4117829,Micromole/minute/gram hemoglobin,4180186
4117830,Micromole/minute/milliliter,4180186
4117830,Micromole/minute/milliliter (qualifier value),4180186
4117830,micromole/minute/millilitre,4180186
4117831,millilitre/minute/metre squared,4180186
4117831,Milliliter/minute/square meter (qualifier value),4180186
4117831,milliliter/minute/meter squared,4180186
4117831,Milliliter/minute/square meter,4180186
4117831,Millilitre/minute/square metre,4180186
4117832,Nanomole/day/square metre,4180186
4117832,nanomole/day/meter squared,4180186
4117832,Nanomole/day/square meter (qualifier value),4180186
4117832,nanomole/day/metre squared,4180186
4117832,Nanomole/day/square meter,4180186
4117833,BPM - breaths per minute,4180186
4117833,Breaths/minute,4180186
4117833,breaths per minute,4180186
4117833,Breaths/minute (qualifier value),4180186
4117834,Nanomole/second (qualifier value),4180186
4117834,Nanomole/second,4180186
4117835,Femtomole/second,4180186
4117835,Femtomole/second (qualifier value),4180186
4117835,femtomole/second,4180186
4117836,Milliliter/hour (qualifier value),4180186
4117836,Milliliter/hour,4180186
4117836,Millilitre/hour,4180186
4117838,microIU,4180186
4117838,Microinternational unit,4180186
4117838,Microinternational unit (qualifier value),4180186
4117839,international unit/milliliter (qualifier value),4180186
4117839,international unit/milliliter,4180186
4117839,international unit/millilitre,4180186
4117840,Microinternational unit/milliliter (qualifier value),4180186
4117840,microIU/mL,4180186
4117840,Microinternational unit/milliliter,4180186
4117840,Microinternational unit/millilitre,4180186
4117841,Fraction of total barometric pressure (qualifier value),4180186
4117967,Millilitre/24 hours,4180186
4117967,milliliter/24 hours,4180186
4117967,millilitre/24 hours,4180186
4117967,Milliliter/24 hours,4180186
4117967,Millilitre/24 hours (qualifier value),4180186
4117968,milliosmolar,4180186
4117968,Milliosmole/liter (qualifier value),4180186
4117968,milliosmole/litre,4180186
4117968,Milliosmole/liter,4180186
4117969,Osmole/kilogram,4180186
4117969,Osmole/kilogram (qualifier value),4180186
4117970,Arbitrary unit per litre,4180186
4117970,AU/L,4180186
4117970,Arbitrary unit/litre,4180186
4117970,Arbitrary unit per liter,4180186
4117970,Arbitrary unit per liter (qualifier value),4180186
4117971,attomole/erythrocyte,4180186
4117971,Attomole/erythrocyte,4180186
4117971,Attomole/erythrocyte (qualifier value),4180186
4117972,Cells per low power field,4180186
4117972,Cells per low power field (qualifier value),4180186
4117972,cells/low power field,4180186
4117973,per 30 minutes,4180186
4117973,/30 minutes,4180186
4117973,per 30 minutes (qualifier value),4180186
4117974,per week (qualifier value),4180186
4117974,per week,4180186
4117975,per year,4180186
4117975,per year (qualifier value),4180186
4117976,dioptres +,4180186
4117976,Diopters + (qualifier value),4180186
4117977,joules/square centimeter,4180186
4117977,Joules/square centimeter (qualifier value),4180186
4117977,joules/square centimetre,4180186
4117977,Joules/square centimeter,4180186
4117989,Kilogram/square meter,4180186
4117989,kg/m2,4180186
4117989,kilogram/metre squared,4180186
4117989,Kilogram/square meter (qualifier value),4180186
4117989,kg/sq.m,4180186
4117989,Kilogram/square metre,4180186
4117989,kilogram/meter squared,4180186
4117990,Immunoglobulin M phospholipid unit/millilitre,4180186
4117990,Immunoglobulin M phospholipid unit/milliliter,4180186
4117990,MPLU,4180186
4117990,Immunoglobulin M phospholipid unit/milliliter (qualifier value),4180186
4117991,International unit per gram of creatinine (qualifier value),4180186
4117991,IU/g creat,4180186
4117991,international unit/gram creatinine,4180186
4117992,microgram/decilitre erythrocytes,4180186
4117992,Microgram/deciliter erythrocytes,4180186
4117992,Microgram/decilitre erythrocytes,4180186
4117992,microg/dL Ercs,4180186
4117992,microgram/deciliter erythrocytes,4180186
4117992,Microgram/deciliter erythrocytes (qualifier value),4180186
4117993,microg/g dry weight tissue,4180186
4117993,Microgram/gram dry weight tissue (qualifier value),4180186
4117993,microgram/gram dry weight tissue,4180186
4117993,Microgram/gram dry weight tissue,4180186
4117994,Micromole/ejaculate,4180186
4117994,Micromole/ejaculate (qualifier value),4180186
4117995,Mole/mole hemoglobin (qualifier value),4180186
4117995,mole/mole hemoglobin,4180186
4117995,Mole/mole hemoglobin,4180186
4117995,mole/mole haemoglobin,4180186
4117996,Nanomole/liter erythrocytes (qualifier value),4180186
4117996,nanomole/litre erythrocytes,4180186
4117996,Nanomole/liter erythrocytes,4180186
4117997,organisms/millilitre,4180186
4117997,Organisms/milliliter (qualifier value),4180186
4117997,Organisms/milliliter,4180186
4117997,org/mL,4180186
4117998,organisms/high power field,4180186
4117998,organisms/high power field (qualifier value),4180186
4117999,Picomole/number of cells (qualifier value),4180186
4117999,Picomole/number of cells,4180186
4117999,picomole/number of cells,4180186
4118000,Unit/liter (qualifier value),4180186
4118000,unit/litre,4180186
4118000,Unit/liter,4180186
4118001,Unit/hour (qualifier value),4180186
4118001,unit/hour,4180186
4118001,U/h,4180186
4118001,Unit/hour,4180186
4118002,Units factor VIIIc inhibitor/mL (qualifier value),4180186
4118002,Units factor VIIIc inhibitor/millilitre,4180186
4118002,Units factor VIIIc inhibitor/milliliter,4180186
4118003,Microgram/day/square meter,4180186
4118003,microgram/day/meter squared,4180186
4118003,Microgram/day/square meter (qualifier value),4180186
4118003,microgram/day/metre squared,4180186
4118004,mole/day/kilogram,4180186
4118004,Mole/day/kilogram (qualifier value),4180186
4118004,Mole/day/kilogram,4180186
4118005,nmol/h/mg prot (qualifier value),4180186
4118005,nanomole/hour/milligram protein,4180186
4118006,Nanomole/hour/milliliter,4180186
4118006,Nanomole/hour/milliliter (qualifier value),4180186
4118006,nanomole/hour/millilitre,4180186
4118123,Unit of rate (qualifier value),4180186
4118124,Beats/minute,4180186
4118124,BPM - beats per minute,4180186
4118124,beats per minute,4180186
4118124,Beats/minute (qualifier value),4180186
4118125,Centimetre/second,4180186
4118125,centimetre/second,4180186
4118125,centimeter/second,4180186
4118125,Centimeter/second,4180186
4118125,Centimeter/second (qualifier value),4180186
4118126,millimetre/hour,4180186
4118126,Millimeter/hour,4180186
4118126,Millimetre/hour,4180186
4118126,Millimeter/hour (qualifier value),4180186
4118126,millimeter/hour,4180186
4118127,Millimetre/second,4180186
4118127,millimetre/second,4180186
4118127,Millimeter/second (qualifier value),4180186
4118127,Millimeter/second,4180186
4118127,millimeter/second,4180186
4118128,Kilointernational unit,4180186
4118128,Kilointernational unit (qualifier value),4180186
4118133,International unit/liter,4180186
4118133,International unit/litre,4180186
4118133,International unit/liter (qualifier value),4180186
4118134,International unit/day,4180186
4118134,International unit/day (qualifier value),4180186
4118135,kg force,4180186
4118135,kilogram-force,4180186
4118135,Kilogram-force (qualifier value),4180186
4118135,Kilogram-force,4180186
4118136,N/sq. m,4180186
4118136,newton/square meter,4180186
4118136,N/m2,4180186
4118136,newton/square metre,4180186
4118136,Pascal (qualifier value),4180186
4118136,Pascal,4180186
4118137,Kilopascal (qualifier value),4180186
4118137,Kilopascal,4180186
4118137,kilopascal,4180186
4118138,Centimeter of water (qualifier value),4180186
4118138,Centimetre of water,4180186
4118138,centimeter of water,4180186
4118138,centimetre of water,4180186
4118138,Centimeter of water,4180186
4118139,Millimeter of water,4180186
4118139,millimetre of water,4180186
4118139,Millimeter of water (qualifier value),4180186
4118139,millimeter of water,4180186
4118139,Millimetre of water,4180186
4118140,Square centimeter,4180186
4118140,cm2,4180186
4118140,Square centimeter (qualifier value),4180186
4118140,square centimeters,4180186
4118140,square centimetre,4180186
4118140,square centimetres,4180186
4118140,square cm,4180186
4118141,Unit of frequency (qualifier value),4180186
4118142,Hertz,4180186
4118142,Hertz (qualifier value),4180186
4118142,cycles/s,4180186
4118142,hertz,4180186
4118142,cycles/second,4180186
4118143,/24 hours,4180186
4118143,per 24 hours (qualifier value),4180186
4118143,per 24 hours,4180186
4118144,per ejaculate,4180186
4118144,per ejaculate (qualifier value),4180186
4118145,per millilitre,4180186
4118145,per milliliter,4180186
4118145,per milliliter (qualifier value),4180186
4118146,Centimeter of water/liter/second,4180186
4118146,Centimeter of water/liter/second (qualifier value),4180186
4118146,centimetre of water/litre/second,4180186
4118147,decibel hearing level (qualifier value),4180186
4118147,decibel hearing level,4180186
4118148,decibel sound perception level,4180186
4118148,decibel sound perception level (qualifier value),4180186
4118150,Kilojoule/day,4180186
4118150,kilojoules/day,4180186
4118150,Kilojoule/day (qualifier value),4180186
4118151,Kilojoules/liter oxygen consumed/day (qualifier value),4180186
4118151,kilojoules/litre oxygen consumed/day,4180186
4118152,Liter/kilopascal,4180186
4118152,Liter/kilopascal (qualifier value),4180186
4118152,liter/kilopascal,4180186
4118152,Litre/kilopascal,4180186
4118152,litre/kilopascal,4180186
4118153,Liter/second/kilopascal,4180186
4118153,litre/second/kilopascal,4180186
4118153,Litre/second/kilopascal,4180186
4118153,Liter/second/kilopascal (qualifier value),4180186
4118153,liter/second/kilopascal,4180186
4118154,Liter/square metre/minute,4180186
4118154,Liter/square meter/minute (qualifier value),4180186
4118154,Liter/square meter/minute,4180186
4118154,litre/metre squared/minute,4180186
4118154,liter/meter squared/minute,4180186
4118155,Milliliter/minute,4180186
4118155,Milliliter/minute (qualifier value),4180186
4118155,Millilitre/minute,4180186
4118156,Millilitre/decilitre,4180186
4118156,Milliliter/deciliter (qualifier value),4180186
4118156,Milliliter/deciliter,4180186
4118157,Milliequivalent/minute,4180186
4118157,Milliequivalent/minute (qualifier value),4180186
4118159,Milliosmole/kilogram,4180186
4118159,Milliosmole/kilogram (qualifier value),4180186
4118160,Casts per high power field,4180186
4118160,Casts per high power field (qualifier value),4180186
4118160,casts/high power field,4180186
4118161,cells/high power field,4180186
4118161,cells/high power field (qualifier value),4180186
4118162,cells/unit area (qualifier value),4180186
4118163,Colony-forming units/gram (qualifier value),4180186
4118163,Colony-forming units/gram,4180186
4118164,colony-forming units/litre,4180186
4118164,Colony-forming units/liter,4180186
4118164,Colony-forming units/liter (qualifier value),4180186
4118164,colony-forming units/liter,4180186
4118165,Dye units/h,4180186
4118165,Dye units/hour (qualifier value),4180186
4118166,Femtomole/leukocyte (qualifier value),4180186
4118166,femtomole/leucocyte,4180186
4118167,gram hemoglobin/deciliter erythrocytes,4180186
4118167,Gram hemoglobin/deciliter erythrocytes,4180186
4118167,gram haemoglobin/decilitre erythrocytes,4180186
4118167,Gram haemoglobin/decilitre erythrocytes,4180186
4118167,Gram hemoglobin/deciliter erythrocytes (qualifier value),4180186
4118168,g/L haemoglobin binding capacity,4180186
4118168,gram/litre haemoglobin binding capacity,4180186
4118168,Gram/liter hemoglobin binding capacity,4180186
4118168,Gram/liter hemoglobin binding capacity (qualifier value),4180186
4118169,International unit/gram hemoglobin,4180186
4118169,International unit/gram hemoglobin (qualifier value),4180186
4118169,Unit/gm Hb,4180186
4118169,International unit/gram haemoglobin,4180186
4118169,IU/g haemoglobin,4180186
4118169,IU/g hemoglobin,4180186
4118170,Non-International System of Units unit of concentration (qualifier value),4180186
4118170,Non-International System of Units unit of concentration,4180186
4118171,Kilointernational unit/mole hemoglobin,4180186
4118171,Kilointernational unit/mole haemoglobin,4180186
4118171,Kilointernational unit/mole hemoglobin (qualifier value),4180186
4118172,Microgram/gram stool,4180186
4118172,microg/g stool,4180186
4118172,Microgram/gram stool (qualifier value),4180186
4118173,Micromole/gram dry weight tissue (qualifier value),4180186
4118173,micromol/g dry weight tissue,4180186
4118173,Micromole/gram dry weight tissue,4180186
4118174,Micromole/gram wet weight tissue,4180186
4118174,Micromole/gram wet weight tissue (qualifier value),4180186
4118175,micromole/mole haemoglobin,4180186
4118175,Micromole/mole hemoglobin,4180186
4118175,Micromole/mole hemoglobin (qualifier value),4180186
4118175,micromol/mol Hb,4180186
4118176,Microinternational unit/erythrocyte,4180186
4118176,microIU/Erc,4180186
4118176,Microinternational unit/erythrocyte (qualifier value),4180186
4118177,microIU/g prot,4180186
4118177,Microinternational unit/gram protein (qualifier value),4180186
4118177,Microinternational unit/gram protein,4180186
4118178,milligram/gram creatinine,4180186
4118178,mg/g creat,4180186
4118178,Milligram per gram of creatinine (qualifier value),4180186
4118179,Milligram/gram dry weight tissue,4180186
4118179,Milligram/gram dry weight tissue (qualifier value),4180186
4118302,milligram/dL haptoglobin,4180186
4118302,Milligram/deciliter haptoglobin,4180186
4118302,Milligram/decilitre haptoglobin,4180186
4118302,Milligram/deciliter haptoglobin (qualifier value),4180186
4118303,Millimole/liter erythrocytes,4180186
4118303,millimole/litre erythrocytes,4180186
4118303,Millimole/liter erythrocytes (qualifier value),4180186
4118304,Nanogram/gram wet weight tissue,4180186
4118304,Nanogram/gram wet weight tissue (qualifier value),4180186
4118305,unit/mL,4180186
4118305,Unit/milliliter (qualifier value),4180186
4118305,Unit/milliliter,4180186
4118305,unit/millilitre,4180186
4118305,unit/ml,4180186
4118306,Kilounit/liter (qualifier value),4180186
4118306,kilounit/litre,4180186
4118306,Kilounit/liter,4180186
4118307,Milliunit/milliliter (qualifier value),4180186
4118307,Milliunit/millilitre,4180186
4118307,milliunit/millilitre,4180186
4118307,Milliunit/milliliter,4180186
4118308,Sperms/milliliter,4180186
4118308,Sperms/mL (qualifier value),4180186
4118308,Sperms/millilitre,4180186
4118309,Units heparin/millilitre plasma,4180186
4118309,Units heparin/milliliter plasma,4180186
4118309,Units heparin/mL plasma (qualifier value),4180186
4118311,Milliliter/minute/kilogram (qualifier value),4180186
4118311,Milliliter/minute/kilogram,4180186
4118311,Millilitre/minute/kilogram,4180186
4118312,nanomole/minute/milligram hemoglobin,4180186
4118312,Nanomole/minute/milligram hemoglobin,4180186
4118312,Nanomole/minute/milligram hemoglobin (qualifier value),4180186
4118312,nanomole/minute/milligram haemoglobin,4180186
4118312,Nanomole/minute/milligram haemoglobin,4180186
4118313,Liter/minute (qualifier value),4180186
4118313,litre/minute,4180186
4118313,liter/minute,4180186
4118313,Liter/minute,4180186
4118313,Litre/minute,4180186
4118314,International unit measurement (qualifier value),4180186
4118315,international unit,4180186
4118315,international units,4180186
4118315,international unit (qualifier value),4180186
4118318,Kilointernational unit/liter (qualifier value),4180186
4118318,Kilointernational unit/liter,4180186
4118318,kilointernational unit/litre,4180186
